team1,team2,city,date,toss_winner,first_batting,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank,match_winner
Australia,Ireland,Bridgetown,13 April 2007,1,1,101,101,101,101,101,101,95,101,85,101,101,101,101,101,101,85,101,101,101,101,101,101,13,101,3,101,9,84,10,101,2,101,11,101,70,101,96,16,101,46,101,67,101,4,0
New Zealand,South Africa,St George's,14 April 2007,1,1,8,101,18,101,5,39,16,101,41,101,31,101,51,1,101,19,101,101,101,12,101,9,35,101,20,101,55,101,27,43,36,101,53,15,49,101,101,7,101,37,101,2,101,69,0
Bangladesh,Ireland,Bridgetown,15 April 2007,1,1,90,101,101,101,101,101,100,101,75,101,101,101,101,101,101,101,101,87,101,80,101,101,101,101,52,101,48,101,47,77,55,101,77,101,101,101,101,30,101,101,101,14,101,101,1
Australia,Sri Lanka,St George's,16 April 2007,1,1,31,101,4,42,10,101,101,101,45,101,38,67,54,101,96,31,101,101,101,101,101,51,15,101,9,101,2,101,13,101,8,84,3,101,69,101,98,16,101,3,101,58,101,5,0
England,South Africa,Bridgetown,17 April 2007,1,0,25,101,67,101,33,101,1,101,24,57,32,13,101,101,101,101,101,71,101,85,101,26,15,101,5,101,6,32,17,101,41,101,29,101,39,101,52,1,101,11,101,10,101,34,1
Ireland,Sri Lanka,St George's,18 April 2007,1,0,101,101,93,101,101,87,101,101,101,101,78,101,101,101,101,101,101,80,101,101,101,101,34,101,4,44,12,101,101,101,45,101,38,68,54,101,96,30,101,4,101,101,101,101,1
West Indies,Bangladesh,Bridgetown,19 April 2007,1,0,18,38,101,101,20,101,56,75,6,101,27,101,64,52,87,101,101,101,101,20,101,36,101,101,101,101,47,101,48,77,55,101,76,101,101,101,101,32,101,101,101,16,101,39,0
Australia,New Zealand,St George's,20 April 2007,1,0,18,101,6,101,2,101,12,101,3,101,10,84,58,45,97,11,101,3,101,48,101,5,31,101,22,101,62,101,27,42,37,101,101,41,53,101,101,7,101,78,101,69,101,56,0
West Indies,England,Bridgetown,21 April 2007,1,0,18,41,101,101,101,101,54,75,9,101,21,101,64,46,84,101,101,33,101,101,101,101,34,101,101,101,101,101,1,101,24,56,33,14,101,101,101,101,101,65,101,101,101,29,1
New Zealand,Sri Lanka,Kingston,24 April 2007,1,1,27,101,4,43,15,101,101,101,44,101,36,60,49,101,101,5,101,16,101,101,101,58,29,101,101,101,59,101,24,45,50,18,51,101,101,101,101,7,101,36,101,4,101,57,1
Australia,South Africa,Gros Islet,25 April 2007,1,1,5,101,17,101,11,34,14,101,101,101,30,101,34,101,101,16,46,1,101,11,101,37,10,101,6,101,2,101,12,101,9,83,3,101,57,51,92,10,101,2,101,32,101,3,0
Australia,Sri Lanka,Bridgetown,28 April 2007,1,0,10,101,7,101,2,101,9,82,56,51,12,101,3,101,92,9,101,2,101,31,101,101,29,101,4,45,15,101,101,101,47,101,36,63,101,101,101,4,101,13,101,61,101,101,0
Bangladesh,India,Mirpur,10 May 2007,1,0,101,101,101,101,72,101,43,72,51,101,42,101,101,101,99,101,101,16,101,35,101,101,73,101,27,88,5,101,21,101,16,101,101,101,101,101,101,50,101,48,101,101,101,37,1
Bangladesh,India,Mirpur,12 May 2007,1,1,27,88,72,101,4,101,21,101,16,101,101,101,101,101,101,101,101,49,101,101,101,37,101,101,101,101,42,101,44,72,52,101,101,101,98,101,92,31,101,101,101,16,101,35,1
Pakistan,Sri Lanka,Abu Dhabi,18 May 2007,1,1,29,101,5,51,101,101,101,101,45,101,37,60,101,101,74,29,101,101,101,15,101,101,57,101,87,101,38,101,14,101,26,54,55,101,48,18,35,61,101,35,101,19,101,53,0
Pakistan,Sri Lanka,Abu Dhabi,20 May 2007,1,0,58,101,87,101,39,101,19,101,24,55,57,101,49,18,35,62,101,37,101,53,101,21,27,101,101,101,101,101,101,101,38,101,37,63,101,101,76,28,101,101,101,51,101,101,0
Pakistan,Sri Lanka,Abu Dhabi,22 May 2007,1,1,27,101,10,53,101,101,101,101,37,101,76,28,101,85,38,62,101,101,101,15,101,51,60,101,101,101,40,101,18,101,24,55,101,101,56,101,101,101,101,42,101,19,101,101,1
Africa XI,Asia XI,Bangalore,6 June 2007,1,1,12,54,27,89,43,101,101,101,18,101,21,101,6,101,101,12,95,36,101,101,101,20,20,101,101,101,31,101,57,65,36,101,29,101,39,1,101,101,38,101,68,51,101,101,1
Africa XI,Asia XI,Chepauk,9 June 2007,1,1,28,89,14,56,43,101,4,101,101,101,19,101,21,101,101,101,101,101,101,21,101,43,18,101,52,101,33,101,34,101,29,101,36,1,101,101,40,101,101,101,68,51,101,101,1
Africa XI,Asia XI,Chepauk,10 June 2007,1,1,28,88,14,55,30,101,21,101,19,101,101,101,4,101,96,38,101,13,101,101,101,21,18,101,51,101,101,101,59,70,33,101,29,101,35,1,40,101,101,101,101,101,101,25,1
Ireland,India,Stormont,23 June 2007,1,0,94,101,101,101,101,101,92,101,101,101,80,101,101,101,99,101,101,74,101,101,101,101,38,101,24,96,65,101,14,101,21,101,101,101,101,101,101,12,101,81,101,101,101,43,1
Ireland,South Africa,Stormont,24 June 2007,1,1,101,101,19,101,4,30,17,101,33,101,29,101,101,101,101,101,101,101,101,8,101,101,94,101,101,101,101,101,101,101,92,101,101,101,80,101,101,101,100,101,101,74,101,101,1
India,South Africa,Stormont,26 June 2007,1,0,38,101,17,100,69,101,14,101,21,97,93,101,101,101,101,101,101,45,101,101,101,73,22,101,101,101,6,32,19,101,101,101,27,101,101,13,101,101,101,36,101,9,101,8,1
India,South Africa,Stormont,29 June 2007,1,1,101,101,22,101,11,37,16,101,101,101,27,101,101,14,101,9,101,101,101,35,101,7,38,101,21,101,14,101,19,98,6,101,94,101,101,101,101,44,101,101,101,65,101,101,0
England,West Indies,London,1 July 2007,1,0,101,101,101,101,23,101,1,101,101,101,25,58,101,101,101,53,101,101,101,82,101,23,17,41,101,101,60,101,53,75,20,101,58,46,79,101,88,48,101,101,101,101,101,60,0
India,South Africa,Stormont,1 July 2007,1,1,22,101,101,101,11,36,16,101,101,101,33,101,27,101,101,101,101,101,101,9,101,7,38,101,21,100,69,101,14,101,19,97,5,101,92,101,101,101,101,101,101,65,101,11,0
Canada,Netherlands,Skating and Curling Club,3 July 2007,1,1,101,101,77,101,101,101,101,101,101,101,101,88,101,101,101,101,101,101,101,101,101,101,101,101,101,101,97,101,101,101,100,101,101,101,95,59,101,101,101,101,101,101,101,99,1
England,West Indies,Birmingham,4 July 2007,1,1,16,46,101,101,14,101,47,76,89,53,51,101,78,101,55,40,101,101,101,95,101,34,101,101,101,101,26,101,2,101,101,101,25,66,101,101,101,101,101,101,101,101,101,26,1
England,West Indies,Nottingham,7 July 2007,1,1,16,50,101,101,14,101,47,76,51,101,55,40,89,46,78,101,101,101,101,89,101,32,101,101,101,101,26,101,2,101,101,101,25,67,101,101,101,52,101,101,101,80,101,26,1
Netherlands,West Indies,Dublin,10 July 2007,1,0,101,101,101,101,101,101,101,101,101,101,101,87,101,101,101,101,101,101,101,101,101,101,16,50,101,101,14,101,51,101,47,76,89,44,78,101,101,32,101,101,101,101,101,90,1
Ireland,Netherlands,Stormont,11 July 2007,1,0,101,101,101,101,101,82,89,101,77,101,101,101,101,101,101,101,101,101,101,69,101,101,101,101,101,101,101,101,101,101,101,101,101,88,101,101,101,101,101,101,101,101,101,101,0
Scotland,West Indies,Dublin,12 July 2007,1,0,101,101,101,88,101,101,69,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12,52,101,101,51,101,101,101,92,53,83,101,101,101,101,101,101,101,101,84,101,30,1
Ireland,Scotland,Stormont,15 July 2007,1,0,101,101,101,101,101,76,80,101,73,101,101,101,96,101,101,101,101,101,101,63,101,101,101,101,101,101,69,101,101,101,101,101,101,101,101,101,101,101,101,96,101,88,101,101,0
Sri Lanka,Bangladesh,Colombo,20 July 2007,1,0,27,101,15,46,19,101,101,101,31,101,36,69,101,101,72,19,101,101,101,9,101,29,101,101,46,101,101,101,45,74,53,101,43,101,97,101,101,101,100,32,101,20,101,28,0
Sri Lanka,Bangladesh,Colombo,23 July 2007,1,1,101,101,50,101,101,101,101,101,53,101,43,101,46,75,101,101,101,22,101,101,101,25,29,101,16,38,20,101,101,101,31,101,35,71,101,101,76,20,101,101,101,9,101,29,0
Sri Lanka,Bangladesh,Colombo,25 July 2007,1,0,29,101,16,39,20,101,101,101,101,101,36,71,101,101,76,19,101,101,101,90,101,29,101,101,101,101,101,101,53,101,45,75,43,101,101,101,101,101,101,22,101,101,101,25,0
Scotland,India,Glasgow,16 August 2007,1,0,101,101,101,101,69,101,101,87,101,101,101,101,101,101,101,89,101,101,101,101,101,101,78,101,63,101,94,101,19,101,13,101,6,101,101,101,101,12,101,46,101,57,101,37,1
Netherlands,Bermuda,Rotterdam,18 August 2007,1,0,101,101,101,101,101,101,51,82,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,65,101,101,101,101,101,101,101,101,101,101,78,101,101,101,101,101,101,0
Netherlands,Bermuda,Rotterdam,20 August 2007,1,1,101,101,101,101,63,101,101,101,101,101,101,101,101,78,101,101,101,101,101,101,101,101,101,101,101,101,101,101,51,82,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
England,India,Southampton,21 August 2007,1,0,94,101,101,101,19,101,1,101,26,70,32,12,101,101,101,101,101,101,101,14,101,76,42,101,22,101,65,101,13,101,21,101,10,101,83,101,101,13,101,101,101,101,101,57,0
Zimbabwe,South Africa,Bulawayo,22 August 2007,1,0,53,101,101,101,44,101,78,101,93,101,66,101,35,101,101,17,101,46,101,101,101,86,5,101,101,101,101,101,23,101,101,101,38,1,101,101,101,101,101,96,101,8,101,101,1
England,India,Bristol,24 August 2007,1,1,42,101,20,101,22,101,7,101,13,101,89,101,101,15,101,42,101,97,101,55,101,37,86,101,101,101,18,101,2,101,26,70,32,10,101,101,101,101,101,101,101,101,101,13,1
Zimbabwe,South Africa,Harare Sports Club,25 August 2007,1,0,91,101,53,101,43,101,61,101,81,101,62,101,37,101,101,101,101,49,101,24,101,87,8,101,17,101,101,101,23,101,101,101,38,1,101,101,101,101,101,90,101,101,101,9,1
Zimbabwe,South Africa,Harare Sports Club,26 August 2007,1,1,8,101,101,101,101,101,23,101,39,1,101,101,101,101,101,101,101,90,101,9,101,101,53,101,90,101,43,101,61,101,37,101,82,101,62,101,101,48,101,23,101,101,101,68,1
England,India,Birmingham,27 August 2007,1,0,78,101,101,101,13,101,2,101,25,68,101,101,99,101,101,83,101,101,101,12,101,71,40,101,21,101,96,101,9,101,18,101,19,101,101,31,101,94,101,101,101,54,101,43,0
England,India,Manchester,30 August 2007,1,1,38,101,18,101,93,101,9,101,14,101,20,101,101,17,101,30,101,94,101,101,101,55,81,101,101,101,13,101,3,101,24,65,33,10,101,101,101,101,101,79,101,13,101,72,0
England,India,Leeds,2 September 2007,1,1,37,101,11,101,63,101,17,101,21,101,13,101,94,101,101,101,101,19,101,30,101,85,92,101,101,101,14,101,3,101,24,68,101,101,101,101,101,64,101,101,101,13,101,69,1
England,India,London,5 September 2007,1,0,93,101,101,101,13,101,2,101,24,70,101,101,101,101,101,93,101,59,101,61,101,13,37,101,12,101,63,101,18,101,15,101,19,101,72,101,101,101,101,101,101,31,101,81,1
England,India,London,8 September 2007,1,1,37,101,15,101,62,101,14,101,17,101,72,101,18,101,101,34,101,81,101,101,101,52,101,101,101,101,20,101,3,101,24,64,101,101,33,10,101,93,101,58,101,63,101,14,0
Sri Lanka,England,Rangiri Dambulla International Stadium,1 October 2007,1,0,27,101,14,38,22,101,101,101,30,101,33,66,101,101,75,13,101,4,101,9,101,26,82,101,101,101,18,101,3,101,24,64,101,101,100,101,101,101,101,58,101,101,101,14,0
India,Australia,Kochi,2 October 2007,1,1,10,101,3,101,74,101,4,97,6,83,70,101,101,101,101,9,94,8,101,31,101,63,63,101,17,101,66,101,19,101,15,101,14,101,73,28,101,23,101,101,101,101,101,34,1
Sri Lanka,England,Rangiri Dambulla International Stadium,4 October 2007,1,1,90,101,101,101,19,101,6,101,24,58,71,101,101,101,101,101,101,54,101,84,101,14,29,101,18,43,23,101,101,101,30,101,33,66,101,101,80,11,101,4,101,13,101,26,1
India,Australia,Uppal,5 October 2007,1,1,12,101,4,101,1,101,5,99,2,85,75,101,101,101,101,7,92,8,101,30,101,55,64,101,16,101,69,101,19,101,8,101,14,101,101,101,74,28,101,24,101,101,101,36,1
Sri Lanka,England,Rangiri Dambulla International Stadium,7 October 2007,1,0,29,101,19,30,23,101,101,101,33,101,30,65,101,101,81,9,101,4,101,23,101,13,97,101,101,101,20,101,7,101,24,62,71,101,101,101,101,87,101,45,101,79,101,14,1
India,Australia,Chandigarh,8 October 2007,1,0,38,101,14,101,8,101,12,101,19,101,66,101,75,26,101,80,101,19,101,101,101,49,15,101,2,101,1,101,6,100,3,87,77,101,101,101,97,10,101,7,101,3,101,57,0
Sri Lanka,England,Colombo,10 October 2007,1,0,30,101,21,31,20,101,101,101,29,101,101,86,31,66,101,101,101,4,101,22,101,14,70,101,101,101,19,101,5,101,24,63,72,101,101,101,101,85,101,46,101,72,101,13,1
India,Australia,Vadodara,11 October 2007,1,0,40,101,12,101,22,101,13,101,68,101,15,101,72,27,101,22,101,81,101,101,101,54,8,101,3,101,1,101,6,101,77,101,2,88,97,8,101,101,101,7,101,3,101,35,1
Sri Lanka,England,Colombo,13 October 2007,1,0,101,101,18,33,19,101,101,101,24,101,31,67,101,101,101,101,101,4,101,15,101,13,70,101,101,101,22,101,4,101,26,64,75,101,100,101,101,41,101,63,101,14,101,101,0
India,Australia,Nagpur,14 October 2007,1,1,9,101,12,97,1,101,79,101,2,82,71,101,101,95,101,9,101,28,100,7,101,3,36,101,7,101,75,29,23,101,15,101,17,101,53,101,101,26,101,101,101,45,101,47,1
India,Australia,Mumbai,17 October 2007,1,1,11,97,9,101,1,101,101,101,2,82,71,101,101,95,99,7,101,8,101,28,101,3,36,101,7,101,101,101,16,101,53,101,18,101,75,29,101,25,101,101,101,44,101,55,0
Pakistan,South Africa,Lahore,18 October 2007,1,1,12,101,6,101,15,46,14,101,32,101,29,101,39,1,101,101,101,9,101,101,101,41,101,101,86,101,101,101,17,101,26,57,101,101,56,101,45,17,101,101,101,42,101,54,1
Kenya,Canada,Nairobi,18 October 2007,1,1,101,101,101,101,101,101,99,101,101,101,101,101,101,57,101,101,101,80,101,101,101,101,101,101,86,101,101,101,101,101,64,60,101,101,59,47,101,90,101,101,101,82,101,101,0
Pakistan,South Africa,Lahore,20 October 2007,1,0,89,101,58,101,101,101,7,101,24,59,101,101,45,17,101,101,101,101,101,30,101,50,6,101,15,101,16,49,14,101,33,101,29,101,38,1,101,101,101,101,101,40,101,9,0
Kenya,Canada,Nairobi,20 October 2007,1,1,101,101,101,101,101,101,99,101,101,101,101,101,101,57,101,80,101,101,101,101,101,101,101,101,86,101,101,101,101,101,64,60,101,101,101,90,59,48,101,101,101,101,101,26,0
Pakistan,South Africa,Faisalabad,23 October 2007,1,1,14,101,6,101,17,50,15,101,101,101,29,101,101,101,38,1,101,101,101,42,101,10,41,101,43,14,101,101,7,101,24,59,101,101,57,101,101,101,101,101,101,29,101,39,0
Kenya,Bermuda,Nairobi,25 October 2007,1,1,101,101,101,101,101,101,101,101,95,101,101,101,61,101,101,101,101,76,101,101,101,101,101,101,91,101,101,101,60,61,101,101,101,101,101,87,58,46,101,101,101,23,101,80,0
Pakistan,South Africa,Multan Cricket Stadium,26 October 2007,1,0,43,101,44,14,101,101,7,101,23,59,101,101,56,101,101,101,101,29,101,45,101,25,3,101,14,101,32,1,17,50,15,101,29,101,101,101,101,97,101,101,101,7,101,12,1
Kenya,Bermuda,Nairobi,27 October 2007,1,1,101,101,101,101,101,101,101,101,101,101,101,101,66,101,101,101,101,101,101,101,101,68,101,101,100,101,96,101,101,83,55,64,63,37,101,101,101,101,101,21,101,101,101,71,0
Kenya,Bermuda,Nairobi,28 October 2007,1,1,101,101,101,101,66,101,101,101,101,101,101,101,101,101,101,101,101,101,101,69,101,101,100,101,101,101,96,101,101,101,55,64,63,38,101,83,101,101,101,21,101,71,101,101,0
Pakistan,South Africa,Lahore,29 October 2007,1,1,12,101,5,101,15,50,18,101,101,101,30,101,33,1,101,90,101,101,101,12,101,7,87,101,59,101,101,101,7,101,25,59,101,101,43,14,101,101,101,94,101,26,101,36,1
India,Pakistan,Guwahati,5 November 2007,1,1,55,101,61,101,101,101,7,101,43,16,25,63,101,101,101,94,101,28,101,29,101,40,38,101,8,101,57,101,18,101,16,101,53,101,76,31,101,21,101,43,101,101,101,53,0
India,Pakistan,Mohali,8 November 2007,1,0,36,101,8,101,56,101,35,101,14,101,17,101,54,101,75,31,101,19,101,101,101,51,39,101,63,101,101,101,7,101,27,66,101,101,44,18,101,101,101,29,101,26,101,40,1
India,Pakistan,Kanpur,11 November 2007,1,0,38,101,7,101,57,101,11,101,17,101,55,101,75,32,101,18,101,47,101,101,101,49,39,101,44,22,101,101,8,101,27,66,101,101,63,101,101,101,101,93,101,27,101,40,0
India,Pakistan,Gwalior,15 November 2007,1,1,38,101,24,63,101,101,5,101,43,23,101,101,101,89,62,101,101,27,101,35,101,19,101,101,8,101,56,101,35,101,9,101,17,101,57,101,68,32,101,20,101,101,101,50,0
India,Pakistan,Jaipur,18 November 2007,1,1,38,101,88,101,101,101,6,101,24,60,101,101,101,101,101,89,101,101,101,34,101,19,56,101,8,101,57,101,35,101,101,101,9,101,18,101,67,32,101,101,101,101,101,42,1
South Africa,New Zealand,Durban,25 November 2007,1,1,43,101,38,101,64,101,25,48,51,101,79,101,101,101,101,12,101,5,101,65,101,101,101,101,8,101,18,53,15,101,101,101,29,101,33,1,101,86,101,100,101,14,101,10,0
Zimbabwe,West Indies,Harare Sports Club,30 November 2007,1,0,53,101,41,101,66,101,59,101,84,101,34,90,54,101,101,25,101,101,101,47,101,101,14,51,101,101,9,101,48,79,44,101,101,101,58,44,85,101,101,80,101,41,101,101,0
South Africa,New Zealand,Port Elizabeth,30 November 2007,1,0,9,101,8,101,17,54,18,101,101,101,29,101,33,1,101,87,101,97,101,15,101,42,44,101,41,101,67,101,23,48,54,101,64,101,46,18,101,5,101,11,101,55,101,71,1
Zimbabwe,West Indies,Harare Sports Club,2 December 2007,1,1,14,52,101,101,39,101,13,101,45,80,58,44,84,101,101,101,101,78,101,36,101,101,55,101,42,101,69,101,62,101,86,101,51,101,101,101,37,84,101,26,101,49,101,101,1
South Africa,New Zealand,Cape Town,2 December 2007,1,1,44,101,41,101,67,101,23,48,54,101,64,101,45,18,101,11,101,5,101,71,101,55,8,101,9,101,17,54,18,101,101,101,29,101,33,1,101,98,101,15,101,101,101,42,0
Zimbabwe,West Indies,Harare Sports Club,4 December 2007,1,0,51,101,41,101,70,101,62,101,75,101,55,101,42,85,101,101,101,23,101,51,101,101,101,101,101,101,34,101,13,101,45,79,54,46,101,101,101,101,83,101,101,71,101,30,1
Zimbabwe,West Indies,Bulawayo,7 December 2007,1,0,51,101,76,101,41,84,62,101,42,101,56,101,101,101,70,101,101,23,101,51,101,101,101,101,101,101,35,101,46,79,55,46,101,101,83,101,101,101,101,101,101,71,101,30,1
Australia,New Zealand,Adelaide Oval,14 December 2007,1,1,101,101,38,101,71,101,23,48,45,101,48,17,66,101,101,5,101,12,101,80,101,101,10,101,4,101,1,101,13,101,2,89,9,101,101,78,101,7,93,10,101,28,101,3,0
Australia,New Zealand,Hobart,20 December 2007,1,0,4,101,13,101,1,101,9,101,2,89,68,101,101,79,101,7,94,10,101,28,101,3,58,101,36,101,67,101,22,55,48,101,46,14,101,101,101,6,101,11,101,58,101,57,0
New Zealand,Bangladesh,Auckland,26 December 2007,1,1,81,101,101,101,41,101,48,101,52,71,101,101,101,101,101,101,100,38,101,25,101,99,47,101,35,101,28,101,22,54,45,101,67,101,44,17,101,8,101,5,101,66,101,101,0
New Zealand,Bangladesh,Napier,28 December 2007,1,0,45,101,33,101,28,101,22,56,46,101,44,14,67,101,101,7,101,3,101,67,101,97,85,101,101,101,47,101,41,101,101,101,53,75,101,101,101,101,101,43,101,27,101,101,0
New Zealand,Bangladesh,Queenstown Events Centre,31 December 2007,1,1,85,101,101,101,47,101,41,101,101,101,53,75,101,101,101,101,101,27,101,43,101,101,45,101,33,101,28,101,46,101,22,56,67,101,44,14,101,7,101,3,101,48,101,97,0
New Zealand,Bangladesh,Queenstown Events Centre,31 December 2007,1,1,81,101,101,101,48,101,41,101,101,101,52,71,101,101,101,101,101,25,100,38,101,99,47,101,35,101,28,101,45,101,22,54,67,101,44,17,101,8,101,5,101,72,101,101,0
New Zealand,Bangladesh,Napier,28 December 2007,1,0,58,101,36,101,28,101,22,55,48,101,46,14,67,101,101,11,101,6,101,58,101,101,86,101,101,101,44,101,43,101,101,101,50,72,101,101,101,101,100,35,101,25,101,99,0
New Zealand,Bangladesh,Auckland,26 December 2007,1,1,85,101,101,101,41,101,47,101,53,75,101,101,101,101,101,101,101,43,101,27,101,101,45,101,34,101,28,101,22,56,46,101,67,101,44,15,101,7,101,3,101,67,101,97,0
South Africa,West Indies,Centurion,20 January 2008,1,1,101,101,101,101,50,81,13,101,33,101,56,46,85,101,101,101,101,69,101,101,101,35,9,101,21,101,17,54,101,101,101,101,29,101,101,88,35,1,101,14,101,101,101,34,0
Pakistan,Zimbabwe,Karachi,21 January 2008,1,0,42,101,101,101,101,101,4,101,27,50,101,101,46,19,60,101,101,79,101,101,101,23,49,101,61,101,68,101,58,101,45,101,79,101,59,101,48,87,101,24,101,100,101,93,0
Pakistan,Zimbabwe,Hyderabad,24 January 2008,1,1,49,101,61,101,68,101,57,101,45,101,48,88,80,101,59,101,101,25,101,52,101,100,42,101,101,101,101,101,4,101,27,50,101,101,46,20,60,101,101,79,101,101,101,24,0
South Africa,West Indies,Cape Town,25 January 2008,1,0,4,101,11,101,14,47,21,101,101,101,29,101,34,1,101,88,101,86,101,101,101,33,101,101,101,101,35,101,39,73,12,101,58,48,86,101,101,101,101,78,101,35,101,23,0
Pakistan,Zimbabwe,Multan Cricket Stadium,27 January 2008,1,0,48,101,101,101,101,101,6,101,28,53,101,101,41,22,60,101,101,101,101,72,101,101,51,101,64,101,69,101,57,101,42,101,45,83,70,101,101,101,101,50,101,100,101,51,0
South Africa,West Indies,Port Elizabeth,27 January 2008,1,1,101,101,101,101,101,101,39,72,35,101,58,48,101,101,86,101,101,22,101,35,101,101,11,101,4,101,14,47,21,101,101,101,29,101,34,1,101,89,101,87,101,101,101,33,0
Pakistan,Zimbabwe,Faisalabad,30 January 2008,1,1,53,101,70,101,63,101,57,101,42,101,68,101,45,78,101,101,101,51,101,100,101,87,101,101,101,101,27,50,5,101,101,101,101,101,40,22,101,71,101,101,101,101,101,101,0
South Africa,West Indies,Durban,1 February 2008,1,1,101,101,101,101,12,101,42,75,58,45,101,101,101,101,101,101,101,23,101,101,101,37,3,101,11,101,14,50,16,101,101,101,34,1,29,101,101,72,101,84,101,15,101,13,0
Pakistan,Zimbabwe,Sheikhupura Stadium,2 February 2008,1,1,54,101,73,101,63,101,57,101,39,101,69,101,42,80,101,101,101,101,101,91,101,88,101,101,101,101,101,101,101,101,101,101,27,49,101,101,101,68,101,101,101,101,101,101,0
South Africa,West Indies,Johannesburg,3 February 2008,1,1,101,101,101,101,13,101,101,101,55,44,38,101,87,101,101,101,101,101,101,81,101,101,10,101,5,101,15,46,101,101,16,101,101,101,29,101,101,91,101,16,101,101,101,30,0
Australia,Sri Lanka,Sydney Cricket Ground,8 February 2008,1,0,9,101,3,101,1,101,8,101,2,93,11,101,97,71,101,5,101,3,93,8,101,20,32,101,20,40,18,101,101,101,28,101,33,69,101,101,101,4,101,14,101,101,101,101,0
New Zealand,England,Wellington,9 February 2008,1,1,68,101,101,101,23,101,7,101,25,63,71,101,101,101,101,101,101,33,101,59,101,18,101,101,30,101,40,101,39,101,22,44,24,101,45,12,101,2,101,7,101,47,101,86,0
Australia,India,Melbourne Cricket Ground,10 February 2008,1,0,11,101,3,101,1,101,10,98,2,95,6,101,72,101,101,5,101,15,101,3,101,32,38,101,7,101,69,35,34,101,18,101,101,101,12,101,56,101,101,16,101,34,101,101,1
